gene_id	length	tb_0h_1_NumReads	tb_0h_2_NumReads	tb_0h_3_NumReads	tb_0h_4_NumReads	DMSO_d1_1_NumReads	DMSO_d1_2_NumReads	DMSO_d1_3_NumReads	DMSO_d1_4_NumReads	DMSO_d2_1_NumReads	DMSO_d2_2_NumReads	DMSO_d2_3_NumReads	DMSO_d2_4_NumReads	DMSO_d3_1_NumReads	DMSO_d3_2_NumReads	DMSO_d3_3_NumReads	DMSO_d3_4_NumReads	DMSO_d4_1_NumReads	DMSO_d4_2_NumReads	DMSO_d4_3_NumReads	DMSO_d4_4_NumReads	pel_d1_1_NumReads	pel_d1_2_NumReads	pel_d1_3_NumReads	pel_d1_4_NumReads	pel_d2_1_NumReads	pel_d2_2_NumReads	pel_d2_3_NumReads	pel_d2_4_NumReads	pel_d3_1_NumReads	pel_d3_2_NumReads	pel_d3_3_NumReads	pel_d3_4_NumReads	pel_d4_1_NumReads	pel_d4_2_NumReads	pel_d4_3_NumReads	pel_d4_4_NumReads	phago_4h_1_NumReads	phago_4h_2_NumReads	phago_4h_3_NumReads	phago_4h_4_NumReads	tb_0h_1_TPM	tb_0h_2_TPM	tb_0h_3_TPM	tb_0h_4_TPM	DMSO_d1_1_TPM	DMSO_d1_2_TPM	DMSO_d1_3_TPM	DMSO_d1_4_TPM	DMSO_d2_1_TPM	DMSO_d2_2_TPM	DMSO_d2_3_TPM	DMSO_d2_4_TPM	DMSO_d3_1_TPM	DMSO_d3_2_TPM	DMSO_d3_3_TPM	DMSO_d3_4_TPM	DMSO_d4_1_TPM	DMSO_d4_2_TPM	DMSO_d4_3_TPM	DMSO_d4_4_TPM	pel_d1_1_TPM	pel_d1_2_TPM	pel_d1_3_TPM	pel_d1_4_TPM	pel_d2_1_TPM	pel_d2_2_TPM	pel_d2_3_TPM	pel_d2_4_TPM	pel_d3_1_TPM	pel_d3_2_TPM	pel_d3_3_TPM	pel_d3_4_TPM	pel_d4_1_TPM	pel_d4_2_TPM	pel_d4_3_TPM	pel_d4_4_TPM	phago_4h_1_TPM	phago_4h_2_TPM	phago_4h_3_TPM	phago_4h_4_TPM
MTB000016	72	21	10	0	38	1	0	0	0	0	1	3	0	1	2	0	1	16	3	19	0	0	1	0	1	0	0	0	0	4	1	0	2	22	5	11	21	0	0	1	1	7.25055372859066	3.76130679938359	0	14.9857604336493	49.1600093802234	0	0	0	0	26.395730696207	42.6478449821513	0	14.6468985689542	39.2326022596556	0	9.69782987749858	42.8377280305083	17.2395135393857	44.2259772374622	0	0	24.2617770415578	0	60.2477177946356	0	0	0	0	32.2131695710224	9.80348357384607	0	23.5341984138697	29.2927477639502	12.0290074441565	28.8963225102217	33.160554550483	0	0	44.6242775367858	50.9025098683841
MTB000017	74	6	4	0	6	0	0	0	0	0	0	0	0	0	0	1	1	1	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	3	1	1	0	0	1	0	0	2.01559794771632	1.46385994354388	0	2.30222208653503	0	0	0	0	0	0	0	0	0	0	11.9193283704837	9.43572636729592	2.60499697482821	0	9.05909064323549	0	0	0	0	0	0	0	0	0	15.6712716832001	9.53852455833672	0	0	3.88650707433245	2.34077982697099	2.5559400746142	0	0	30.1448867998562	0	0
MTB000018	73	16	21	0	18	2	2	1	2	1	4	1	0	3	0	5	11	31	7	26	8	2	2	0	0	1	2	1	2	9	3	8	11	84	42	25	88	5	3	0	1	5.44855700935188	7.79054230228491	0	7.00127812617503	96.9731691883859	101.535795991396	27.0246874353607	95.6429151128394	52.5472026366134	104.136581376817	14.0212093092004	0	43.3387683684123	0	60.4130342065614	105.214811821628	81.8611378117247	39.674496912559	59.6907205396749	79.2196467597942	60.0228833634631	47.858847862799	0	0	16.9973311611497	53.2638308013506	26.8923043139288	51.6046626032054	71.4867598699402	29.0075678349418	64.1826225763951	127.664966738252	110.312913123518	99.6595027702167	64.773823808716	137.054973014912	128.859587347363	91.6734913639463	0	50.2052152126528
MTB000019	1537	264640	249924	1	206298	631	543	1032	589	454	1053	2726	1189	3335	2290	3326	4568	16335	11150	20893	4260	1215	1333	808	507	1851	1089	993	1043	5025	3546	4299	3500	29619	18241	20767	24457	2245	1732	1071	945	4280.21906586314	4403.5745294794	1723.97295592281	3811.08675868492	1453.11486412642	1309.29649229114	1324.61408759293	1337.78738487533	1133.06401417218	1302.02909464127	1815.34977886289	1502.17311368431	2288.23245567812	2104.31732614574	1908.67454512488	2075.19678294715	2048.72758178438	3001.49240282344	2278.15500648582	2003.55609542622	1731.8573975024	1514.99564953842	1553.00424139363	1430.89309718632	1494.29432562657	1377.4608839346	1268.31245765282	1278.18067857692	1895.69368100129	1628.46258829264	1638.11319903077	1929.28366958203	1847.42344926574	2055.73467596588	2555.53764293036	1809.10720172766	2747.97052341217	2513.73445111514	2238.82061770763	2253.35508877349
MTB000020	3138	353270	342444	3	276944	3651	3640	7020	3475	3252	7211	17069	7662	17320	13276	16225	24326	92014	45510	100851	36441	8051	9123	5820	4010	12923	8334	7648	8288	26077	20413	19630	18262	126401	82266	79946	113505	8690	7957	5259	4649	2798.58302725946	2955.34289623277	2533.2183874315	2505.91714050714	4118.16124467753	4298.93112027308	4413.34331520871	3865.87260854836	3975.30137575573	4367.25691893726	5567.54161376933	4741.34116062434	5820.67189019394	5975.35786920674	4560.52951179774	5412.83540191274	5652.49145363172	6000.53737038199	5386.21398455304	8394.66020446452	5620.9096684233	5078.55124933382	5479.04912029643	5543.25082271102	5109.91882519894	5163.28169384756	4784.60199734982	4974.83419165738	4818.48655585212	4591.62929696948	3663.68133866111	4930.57206234136	3861.60188782659	4541.08601025304	4818.65892453088	4112.41600027597	5209.98447581559	5656.42191068124	5384.60594032788	5429.73082320729
MTB000021	115	431	218	0	272	0	0	2	1	0	2	4	2	6	8	7	9	23	21	38	5	1	0	1	2	2	4	1	1	8	7	12	6	45	24	15	69	4	4	1	1	93.1673636876295	51.336931759239	0	67.158153851851	0	0	34.3096031788057	30.3562295792925	0	33.0520453935114	35.601679289448	33.7710180382898	55.0213928851147	98.2520821807027	53.688800834005	54.6451631358181	38.5539552274575	75.5540419465254	55.3786149756048	31.4295337688314	19.050741241447	0	25.6884149701034	75.4406205428481	21.5792204306771	67.6219069304103	17.0707670862331	16.3788711740608	40.3364905932803	42.964832358421	61.1130188879588	44.2033639773553	37.5132421957306	36.1497823713084	24.6703781114936	68.2159979324222	65.4382600094434	77.5903173283256	27.9386781099876	31.8693974828144
MTB000022	84	16	13	0	13	0	0	1	0	1	1	1	0	1	1	0	3	6	7	6	2	1	0	0	0	1	1	2	0	4	3	1	2	19	7	11	11	1	0	0	0	4.73505549622247	4.19117043359886	0	4.39432072866409	0	0	23.4857402712063	0	45.6660213389617	22.6249120253203	12.1850985663289	0	12.554484487675	16.8139723969953	0	24.9372768278535	13.7692697240919	34.4790270787715	11.9709412071326	17.2114113495982	26.0813719376953	0	0	0	14.7714901757611	23.1444026696345	46.7413860694477	0	27.6112882037335	25.2089577613185	6.97221941678102	20.1721700690312	21.6842418512358	14.4348089329877	24.7682764373328	14.8884122471556	22.3970235151369	0	0	0
MTB000023	74	5	3	0	3	1	0	1	0	0	1	0	0	1	0	3	0	3	2	6	2	0	1	0	0	1	0	0	0	1	0	0	0	10	2	3	8	1	0	0	0	1.67966495643027	1.09789495765791	0	1.15111104326752	47.8313604780552	0	26.6594889565044	0	0	25.6823325692825	0	0	14.2510364454689	0	35.7579851114512	0	7.81499092448462	11.1823871606826	13.5886359648532	19.5372777481925	0	23.606053337732	0	0	16.7676374968099	0	0	0	7.83563584160006	0	0	0	12.9550235811082	4.68155965394197	7.6678202238426	12.2911707986346	25.4236483144797	0	0	0
MTB000024	74	14	21	0	21	0	1	0	0	1	2	2	2	2	2	3	3	20	10	26	0	2	0	1	0	3	0	3	1	4	4	2	4	39	9	23	27	3	1	0	2	4.70306187800475	7.68526470360539	0	8.05777730287262	0	50.0818453200807	0	0	51.8371053036862	51.364665138565	27.6634670154495	52.4819874919369	28.5020728909378	38.1722616580433	35.7579851114512	28.3071791018877	52.0999394965641	55.9119358034132	58.8840891810307	0	59.2117633180109	0	39.921185426512	0	50.3029124904296	0	79.5866843885192	25.4536511488783	31.3425433664002	38.1540982333469	15.8288224597191	45.7962779945573	50.5245919663219	21.0670184427389	58.7866217161266	41.4827014453919	76.2709449434391	30.1448867998562	0	99.0535327168556
MTB000025	86	9	5	0	5	1	0	1	3	1	2	4	1	5	2	1	2	29	5	19	7	3	0	0	2	4	1	0	2	8	5	12	3	52	14	10	40	4	2	2	0	2.60152758368037	1.5745005206722	0	1.65081816282551	41.1572171555359	0	22.9395602648992	121.777897730883	44.6040208427068	44.1975025610908	47.6068967242619	22.5794597349031	61.3125986607383	32.8458995662233	10.2561662722767	16.2382267716255	65.0037617207131	24.0551351712359	37.0263995476427	58.8390108928123	76.4244852127815	0	0	100.879899563111	57.7118685936712	22.6061607470849	0	43.803957791093	53.9383304445027	41.0378382160998	81.7208973501775	29.5545747523015	57.966198535005	28.1982314039761	21.9929727350524	52.8806185522653	87.5046500126278	51.8772470509154	74.7197205267111	0
MTB000027	72	3	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1.03579338979867	1.12839203981508	0	1.57744846669993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7670992069349	1.33148853472501	0	0	1.57907402621348	0	0	0	0
MTB000028	74	16	23	0	18	0	0	0	0	1	0	1	1	1	3	1	1	9	2	10	4	0	2	0	1	0	0	0	1	2	1	2	3	16	9	7	11	0	0	0	0	5.37492786057686	8.41719467537733	0	6.9066662596051	0	0	0	0	51.8371053036862	0	13.8317335077247	26.2409937459685	14.2510364454689	57.2583924870649	11.9193283704837	9.43572636729592	23.4449727734539	11.1823871606826	22.6477266080887	39.074555496385	0	47.2121066754639	0	58.6194010974833	0	0	0	25.4536511488783	15.6712716832001	9.53852455833672	15.8288224597191	34.347208495918	20.7280377297731	21.0670184427389	17.8915805222994	16.9003598481226	0	0	0	0
MTB000029	73	101	73	0	82	4	2	8	1	1	7	6	4	4	4	10	9	47	19	45	9	4	2	1	0	3	4	2	4	8	6	17	5	126	52	46	74	2	3	3	4	34.3940161215338	27.0814089555618	0	31.8947114636863	193.946338376772	101.535795991396	216.197499482885	47.8214575564197	52.5472026366134	182.239017409429	84.1272558552025	106.401837654886	57.7850244912164	77.3903387039782	120.826068413123	86.0848460358778	124.112047650034	107.687920191231	103.310862472514	89.1221026047685	120.045766726926	47.858847862799	40.4680509802999	0	50.9919934834492	106.527661602701	53.7846086278577	103.209325206411	63.543786551058	58.0151356698836	136.38807297484	58.0295303355692	165.469369685278	123.387955810745	119.183835808038	115.25077276254	51.5438349389451	91.6734913639463	132.038958191038	200.820860850611
MTB000030	74	1081	1112	0	1191	18	8	15	5	10	18	37	20	28	20	30	53	253	90	326	51	19	22	10	14	44	17	20	19	50	51	67	52	474	199	195	424	23	36	12	16	363.143563580224	406.9530643052	0	456.991084177204	860.964488604994	400.654762560645	399.892334347567	235.876108217476	518.371053036862	462.281986247085	511.774139785815	524.819874919369	399.029020473129	381.722616580433	357.579851114512	500.093497466684	659.064234631536	503.207422230719	738.315887423692	498.200582578909	562.511751521104	519.333173430103	399.21185426512	820.671615364766	737.776049859635	446.624419084298	530.577895923461	483.619371828688	391.781792080003	486.464752475173	530.265552400589	595.351613929245	614.068117744528	465.815185567226	498.408314549769	651.432052327636	584.743911233033	1085.21592479482	521.018591780851	792.428261734845
MTB000031	71	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.700254686061069	0	0	0.399916512684489	0	0	0	0	0	0	0	0	0	0	0	0	2.71506726953926	0	0	0	0	0	0	0	0	27.3821102006943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTB000032	74	18	12	0	21	1	1	0	0	1	1	1	0	3	0	2	0	8	2	6	2	0	1	0	0	0	0	0	0	2	0	1	0	12	6	0	8	0	0	2	1	6.04679384314896	4.39157983063165	0	8.05777730287262	47.8313604780552	50.0818453200807	0	0	51.8371053036862	25.6823325692825	13.8317335077247	0	42.7531093364067	0	23.8386567409675	0	20.8399757986256	11.1823871606826	13.5886359648532	19.5372777481925	0	23.606053337732	0	0	0	0	0	0	15.6712716832001	0	7.91441122985954	0	15.5460282973298	14.0446789618259	0	12.2911707986346	0	0	86.8364319634751	49.5267663584278
MTB000033	73	11	8	0	3	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	1	0	0	0	0	0	1	0	0	1	1	0	0	3	2	3	1	0	0	0	0	3.74588294392942	2.96782563896568	0	1.16687968769584	0	0	0	0	0	0	0	0	0	19.3475846759945	0	9.56498289287531	2.64068186489435	11.3355705464454	4.5915938876673	9.90245584497428	0	0	0	0	0	26.6319154006753	0	0	7.94297331888225	9.66918927831393	0	0	3.93974689726852	4.74569060810556	7.77285885704592	1.55744287516946	0	0	0	0
MTB000034	73	414	404	0	482	13	7	17	5	10	16	17	4	29	25	20	27	172	54	184	99	20	16	11	7	25	13	7	17	52	41	37	33	305	126	115	299	15	10	7	7	140.98141261698	149.875194767767	0	187.478669823131	630.325599724509	355.375285969887	459.419686401131	239.107287782099	525.472026366134	416.546325507267	238.360558256407	106.401837654886	418.941427561319	483.689616899864	241.652136826246	258.254538107633	454.197280761828	306.060404754026	422.426637665392	980.343128652454	600.228833634631	382.870782902392	445.148560783299	415.956846143786	424.933279028744	346.214900208779	188.246130197502	438.639632127246	413.034612581877	396.436760410871	296.844629415828	382.994900214757	400.540934555632	298.97850831065	297.959589520094	465.675419675668	386.578762042089	305.578304546488	308.090902445754	351.43650648857
MTB000035	72	1522	1544	0	1491	12	16	18	17	16	27	81	40	73	47	63	76	438	170	464	107	24	34	24	11	52	35	30	46	114	92	105	86	884	437	380	889	18	30	14	16	525.492513091189	580.745769824826	0	587.993915962399	589.920112562681	823.568123041326	493.200545695332	824.255955937734	852.432398327285	712.68472879759	1151.49181451808	1078.79640955648	1069.22359553365	921.966153101907	771.776511988822	737.035070689892	1172.68280483516	976.905767231859	1080.04491779908	1074.27892507075	730.278414255468	824.900419412967	984.722573853964	662.724895740992	896.137070662839	945.063109010075	817.974256215336	1203.39206264975	918.07533277414	901.920488793838	854.096878555675	1011.9705317964	1177.03586469691	1051.33525061927	998.236595807657	1403.79680930378	470.337493817874	929.467342995567	624.739885515002	814.440157894146
MTB000036	73	10	10	0	13	1	1	5	0	1	2	2	1	3	1	1	2	4	6	14	2	0	1	1	0	1	1	0	1	1	2	5	4	15	7	6	12	0	1	1	0	3.40534813084493	3.7097820487071	0	5.05647864668197	48.486584594193	50.7678979956982	135.123437176803	0	52.5472026366134	52.0682906884084	28.0424186184008	26.6004594137215	43.3387683684123	19.3475846759945	12.0826068413123	19.1299657857506	10.5627274595774	34.0067116393363	32.1411572136711	19.8049116899486	0	23.9294239313995	40.4680509802999	0	16.9973311611497	26.6319154006753	0	25.8023313016027	7.94297331888225	19.3383785566279	40.114139110247	46.4236242684553	19.6987344863426	16.6099171283695	15.5457177140918	18.6893145020335	0	30.5578304546488	44.0129860636792	0
MTB000037	71	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	5	0	1	2	1	0	0	2	0	1	0	0	1	1	2	1	3	5	2	3	0	0	0	1	0	0	0	0.399916512684489	0	0	27.7859462363567	0	0	0	28.8323459034262	27.3497681296009	0	0	0	0	13.5753363476963	0	2.36046728027967	20.3627965262851	30.8568344051606	0	0	122.192554400388	0	27.3821102006943	0	0	8.16671904617471	9.94156080728052	16.4976459439326	11.9328329985818	4.05072568310707	12.198430084215	5.32787508511129	4.80394351636776	0	0	0	51.6194466270938
