gene_id	length	DMSO_A_S1_NumReads	DMSO_B_S2_NumReads	DMSO_C_S3_NumReads	DMSO_D_S4_NumReads	gef_A_S5_NumReads	gef_B_S6_NumReads	gef_C_S7_NumReads	gef_D_S8_NumReads	pel_A_S9_NumReads	pel_B_S10_NumReads	pel_C_S11_NumReads	pel_D_S12_NumReads	pozi_A_S13_NumReads	pozi_B_S14_NumReads	pozi_C_S15_NumReads	pozi_D_S16_NumReads	DMSO_A_S1_TPM	DMSO_B_S2_TPM	DMSO_C_S3_TPM	DMSO_D_S4_TPM	gef_A_S5_TPM	gef_B_S6_TPM	gef_C_S7_TPM	gef_D_S8_TPM	pel_A_S9_TPM	pel_B_S10_TPM	pel_C_S11_TPM	pel_D_S12_TPM	pozi_A_S13_TPM	pozi_B_S14_TPM	pozi_C_S15_TPM	pozi_D_S16_TPM
MTB000025	86	11	15	12	19	0	16	19	17	29	25	21	18	27	21	35	15	12.4803366675335	15.2005202826078	16.849124541987	15.1576984729927	NA	9.32466278171515	19.838990482975	13.4315652531388	15.7763845422953	21.0128833514708	13.9425428080953	15.6461814280571	23.4920063200094	22.5009478230214	18.074665569305	16.5859683951458
MTB000027	72	5	8	10	10	0	11	8	6	4	6	11	9	5	9	18	9	6.77594036242348	9.68329440225384	16.7711193357741	9.52896249033166	NA	7.65723176345706	9.97750398558976	5.662326528284	2.59917446482259	6.02369322742163	8.7233105135305	9.3442472417563	5.19627711810907	11.5183423379752	11.1030088497159	11.8866106831878
MTB000028	74	22	19	11	21	0	22	22	29	33	25	32	15	25	14	27	14	29.0083500921049	22.376261388992	17.9496304242339	19.4699882234885	NA	14.9005591072678	26.6965647181996	26.6282382681464	20.8636436770894	24.4203779490066	24.6910410604107	15.1528333650102	25.2791859799901	17.4331667818003	16.20439129418	17.9905458988789
MTB000029	73	16	17	16	25	0	32	23	34	51	32	32	14	21	33	44	14	21.3859816370188	20.2951238841759	26.4662047600162	23.4960718939685	NA	21.9704383350001	28.2923743153025	31.6469756649298	32.6855090233854	31.6862767031494	25.0292744995944	14.3363793298179	21.525400007071	41.6553750304858	26.7688980486302	18.2369917331101
MTB000030	74	205	320	228	392	0	488	374	353	594	346	451	434	501	400	676	215	270.305080403704	376.863349709339	372.046885156849	363.439780171785	NA	330.521492924849	453.841600209394	324.12993478123	375.54558618761	337.978030814252	347.989359945163	438.421978694296	506.594887039001	498.09047948001	405.709944995026	276.283383447069
MTB000031	71	32	48	37	36	0	59	55	34	55	54	55	35	58	59	74	46	43.9768073099259	58.9180729827276	62.9271294514117	34.7874236266756	NA	41.6490659810059	69.56147144883	32.5384397681672	36.2420101433009	54.9768057939327	44.2308702094504	36.8505525027009	61.1257837893619	76.5726420214691	46.2886002748721	61.6094750903257
MTB000032	74	15	27	25	24	0	32	35	21	59	48	42	41	47	42	77	39	19.7784205173442	31.7978451317254	40.7946146005317	22.2514151125583	NA	21.6735405196622	42.4718075062267	19.2825173665888	37.3016659681296	46.8871256620927	32.406991391789	41.4177445310279	47.5248696423813	52.299500345401	46.2125233204393	50.1165207183055
MTB000033	73	40	37	21	40	0	62	39	50	69	61	60	39	44	46	83	37	53.4649540925469	44.1717402185004	34.7368937475212	37.5937150303496	NA	42.5677242740627	47.9740260129042	46.539670095485	44.2215710316391	60.4019649653786	46.9298896867394	39.9370567044927	45.1008381100535	58.0650682243135	50.4958758644615	48.1977638660767
MTB000034	73	121	168	193	242	0	337	177	227	408	328	324	273	287	251	381	249	161.731486129954	200.563577208326	319.248594917695	227.441975933615	NA	231.37617871547	217.728271904719	211.290102233502	261.484072187084	324.784336207282	253.421404308393	279.559396931449	294.180466763304	316.833307050058	231.794321739275	324.35792439603
MTB000035	72	336	398	413	485	0	662	567	533	1091	638	766	774	739	691	1154	430	455.343192354858	481.743896512128	692.647228567472	462.154680781086	NA	460.826129764416	707.155594978674	503.003339929229	708.924835280361	640.519379849167	607.459623033124	803.605262791042	768.009758056521	884.352728393431	711.826234031788	567.915843752308
MTB000036	73	83	128	150	173	0	145	129	154	347	294	248	296	312	274	367	135	110.939779742035	152.810344539677	248.120669625152	162.592817506262	NA	99.5535487054691	158.683316811914	143.342183894094	222.389639825779	291.117667210185	193.976877371856	303.11202011615	319.805942962198	345.865841162215	223.276945087438	175.856705997847
MTB000037	71	25	32	42	36	0	51	29	40	57	60	38	48	56	64	77	35	34.3568807108796	39.2787153218184	71.4307955934943	34.7874236266756	NA	36.0017350005305	36.6778667639286	38.2805173743144	37.5599014212391	61.0853397710363	30.5595103265294	50.5379005751327	59.0179981414529	83.0618489724411	48.1651651508804	46.8767745252478
MTB000038	72	1	4	6	5	0	5	9	5	6	6	7	6	7	10	14	2	1.3551880724847	4.84164720112692	10.0626716014645	4.76448124516583	NA	3.48055989248048	11.2246919837885	4.71860544023667	3.89876169723388	6.02369322742163	5.55119759951941	6.22949816117087	7.2747879653527	12.7981581533058	8.63567354977906	2.64146904070841
MTB000039	73	3	12	11	15	0	14	12	7	26	6	13	6	17	16	24	4	4.00987155694102	14.3259698005947	18.1955157725111	14.0976431363811	NA	9.61206677156254	14.7612387732013	6.5155538133679	16.6632006785887	5.94117688184051	10.1681427654602	6.14416256992195	17.425323815248	20.1965454693264	14.6012171174347	5.21056906660289
MTB000040	72	6	6	13	19	0	7	13	17	19	10	12	13	17	13	34	13	8.13112843490818	7.26247080169038	21.8024551365064	18.1050287316302	NA	4.87278384947267	16.2134439765834	16.0432584968047	12.3460787079073	10.0394887123694	9.51633874203328	13.4972460158702	17.6673422015708	16.6376055992976	20.9723500494634	17.1695487646047
MTB000041	73	50	50	39	57	0	80	44	85	98	62	67	50	60	58	115	51	66.8311926156836	59.6915408358113	64.5113741025394	53.5710439182482	NA	54.9260958375002	54.1245421684047	79.1174391623244	62.8074487116034	61.392161112352	52.4050434835257	51.2013547493496	61.5011428773457	73.2124773263083	69.9641653543744	66.4347555991868
MTB000043	74	3	8	4	8	0	20	4	7	10	3	5	7	10	7	10	9	3.95568410346884	9.42158374273346	6.52713833608507	7.41713837085276	NA	13.5459628247889	4.85392085785448	6.42750578886292	6.32231626578468	2.93044535388079	3.85797516568917	7.07132223700477	10.111674391996	8.71658339090017	6.00162640525186	11.5653509349936
MTB000044	73	30	26	24	33	0	27	32	32	41	41	36	29	39	32	59	33	40.0987155694102	31.0396012346219	39.6993071400242	31.0148149000384	NA	18.5375573451563	39.3633033952034	29.7853888611104	26.2765856854667	40.5980420259102	28.1579338120437	29.6967857546228	39.9757428702747	40.3930909386528	35.8946587470269	42.9871947994738
MTB000045	74	669	616	535	637	0	721	657	798	956	641	675	592	767	595	1077	689	882.117555073552	725.461948190477	873.004752451378	590.589642779151	NA	488.33195983364	797.256500902598	732.735659930373	604.413435009015	626.13849061253	520.826647368037	598.031823472403	775.565425866096	740.909588226515	646.375163845625	885.391866023397
MTB000046	86	71	127	80	110	0	139	99	72	149	109	140	138	178	135	250	107	80.5549003086252	128.697738392746	112.32749694658	87.7550964225893	NA	81.0080079161504	103.371581990238	56.8866293074114	81.0579757517929	91.6161714124127	92.9502853873018	119.954057615104	154.873226850432	144.648950290852	129.104754066464	118.313241218707
MTB000047	87	16	8	12	13	0	19	7	23	28	16	12	14	15	12	21	15	17.9445593046249	8.01376088462387	16.6554564438033	10.251849299943	NA	10.9457607653179	7.22508909301328	17.9632427793837	15.0572865548343	13.2936678122408	7.87559068306202	12.0293757595024	12.9011018104777	12.7098949936278	10.7201464755878	16.3953250802591
MTB000048	73	43	27	54	43	0	43	48	66	80	45	56	50	66	59	108	56	57.4748256494879	32.2334320513381	89.3234410650545	40.4132436576258	NA	29.5227765126564	59.0449550928052	61.4323645260402	51.2713867033497	44.5588266138039	43.8012303742901	51.2013547493496	67.6512571650803	74.4747614181412	65.7054770284559	72.9479669324404
MTB000049	89	26	35	56	80	0	63	58	67	112	66	74	74	97	90	153	42	28.504630019004	34.2723341203366	75.9788237773498	61.6705887014723	NA	35.4782464545876	58.5197424772793	51.1518036937117	58.8756822593521	53.604101529415	47.4747685557615	62.1549928889858	81.5523581862332	93.1820953184513	76.34877995535	44.8752942646192
MTB000050	87	8	9	10	15	0	19	14	6	22	17	14	15	18	19	28	11	8.97227965231247	9.01548099520185	13.8795470365027	11.8290568845497	NA	10.9457607653179	14.4501781860266	4.68606333375228	11.830725150227	14.1245220505059	9.18818913023903	12.8886168851811	15.4813221725732	20.1240004065774	14.2935286341171	12.02323839219
MTB000051	102	60	74	75	92	0	96	52	68	124	75	95	72	134	127	313	100	57.3962007169989	63.2262163911868	88.7882788364513	61.8822034666245	NA	47.1718234839708	45.7791359338824	45.298612226272	56.8760529949414	53.1502343596026	53.1795400290095	52.7675138358003	98.3013365402281	114.731723680224	136.283990978866	93.2283190838262
MTB000052	61	39	50	45	52	0	56	41	54	120	74	77	75	71	65	93	62	62.3830837301152	71.4341390330201	89.0793879473905	58.4859599406586	NA	46.0118606114141	60.3557208308627	60.1506162348858	92.0363417051933	87.6891735401707	72.074565554416	91.9106286074391	87.0930118943396	98.1891477991331	67.7101523294152	96.6517852272322
MTB000053	195	243	226	164	260	0	261	250	379	257	222	351	227	168	122	356	170	121.591643672781	101.004209303509	101.555578008626	91.478039907184	NA	67.0837758969161	115.125045987574	132.062877182747	61.6604157654836	82.2929167069294	102.776458413959	87.0212973898946	64.4658133545101	57.6507801121222	81.0804338563871	82.9014898930023
MTB000054	229	27	26	19	39	0	42	27	57	72	46	48	29	29	28	81	31	11.5043039865076	9.89472004422445	10.0187298040782	11.6844221278827	NA	9.1923258645074	10.5874823951891	16.9128006346998	14.7097384559392	14.5199941551823	11.9681465401991	9.46666096108062	9.4758311114513	11.2668501471897	15.70906055593	12.8728360237143
MTB000055	213	16	18	8	15	0	17	8	26	18	15	16	10	16	10	15	11	7.32946788498765	7.36475912284095	4.53528860911075	4.83158661481606	NA	4.00019277783672	3.37267740357964	8.29411209776812	3.95367383381464	5.09044498091969	4.28905408091641	3.50957642882866	5.62076172775742	4.32613796731464	3.12760812668055	4.91090018835929
MTB000056	238	70	39	55	66	0	94	65	126	112	71	78	70	64	40	98	54	28.6981003584995	14.2808249377777	27.9048876343133	19.0258948546454	NA	19.795318783452	24.524537107437	35.9724273561572	22.0165366432031	21.5638093687531	18.7128005515612	21.9864640982501	20.121382319535	15.4868468409751	18.2873086936498	21.5756967022569
MTB000057	142	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	NA	0.352958186279711	0	0	0	0.509044498091969	0	0	0	0.648920695097196	0.312760812668054	0
MTB000058	93	235	407	435	509	0	652	478	470	929	713	882	639	716	661	1126	370	246.556797703667	381.396853714579	564.808018920909	375.502599296425	NA	351.379362564739	461.540023075346	343.392705586256	467.348337642617	554.17977692279	541.510372288603	513.632170966217	576.082748371525	654.93542240014	537.719912463662	378.32653357243
MTB000059	128	37	99	136	148	0	143	125	115	206	194	160	178	173	211	252	51	28.2048517585877	67.4048071281888	128.299062918672	79.3286127320111	NA	55.9935072702797	87.6929061233475	61.0469578830619	75.2948352778294	109.555920573731	71.3725405652496	103.954750564539	101.132543411198	151.898139582048	87.436194691513	37.8885715526612
MTB000060	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
MTB000061	91	31	40	42	51	0	69	66	56	75	47	95	64	72	65	104	44	33.2393382174268	38.3075382946306	55.7317196388802	38.4509343565911	NA	38.0031242765781	65.1278831586848	41.8141035934819	38.5591816209945	37.3336591238	59.6078360764722	52.5742262393322	59.2032979786317	65.8190990741441	50.7566118844157	45.9789775877156
MTB000062	92	7	3	7	11	0	14	13	14	21	10	13	16	17	18	30	12	7.42407378839442	2.84183640066145	9.187656679598	8.20319379602465	NA	7.62696602526158	12.6887822425435	10.3399006168664	10.679216822858	7.85699116620213	8.06820023781082	13.0006918146175	13.826615636012	18.028709746396	14.4821854561512	12.4034198433264
MTB000063	131	905	1302	1543	1528	0	1932	1474	1468	2751	3075	2296	2084	1958	2182	2567	1248	674.076754222159	866.1743801955	1422.29333872302	800.258272775823	NA	739.17527218871	1010.39364788423	761.431634521	982.487947702939	1696.75022970884	1000.74108786451	1189.21595430963	1118.39750076724	1534.84109810455	870.272479915139	905.923061533949
MTB000064	124	10876	16150	13958	16819	0	16535	13839	15034	23994	16921	20966	19621	22474	20153	30154	13058	8558.14382497368	11350.5390432871	13592.3971174104	9305.86181370319	NA	6683.34865031591	10021.8395073322	8238.13713156984	9052.92466097708	9863.8948162453	9654.17216445821	11828.611298742	13561.6798396316	14976.0743959493	10800.0041565914	10013.8943420043
MTB000065	300	86	106	86	120	0	211	87	90	168	105	153	128	155	142	238	109	27.9710818160841	30.7928761991672	34.6155903090378	27.4434119721552	NA	35.2511105910423	26.0412854023893	20.3843755018224	26.1996786054117	25.2995115551709	29.1199965506218	31.8950305851948	38.6603017587315	43.6161229864662	35.2335480830986	34.550415052466
MTB000066	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
MTB000067	350	23	26	22	26	0	44	16	35	31	23	20	17	12	16	36	16	6.41197556581331	6.47397397179257	7.59012943653321	5.09663365197168	NA	6.30080785107324	4.10503021121407	6.79479183394081	4.14382671820287	4.75011237362392	3.26274471155427	3.63090749965388	2.56547624574071	4.21242234074523	4.56809506959741	4.34710333556584
MTB000068	69	3	4	7	14	0	13	8	10	15	8	4	8	7	12	12	11	4.24232787908253	5.05215360117592	12.2502089061307	13.9205712902237	NA	9.44291031699052	10.4113085067024	9.84752439701566	10.1706826884362	8.38079057728227	3.31003086679418	8.66712787641164	7.59108309428108	16.0255197745742	7.72383224328065	15.1597353640656
MTB000069	92	3	7	3	5	0	1	1	1	14	3	4	7	9	7	8	7	3.1817459093119	6.63095160154339	3.93756714839914	3.72872445273848	NA	0.544783287518684	0.976060172503346	0.738564329776174	7.11947788190535	2.35709734986064	2.48252315009564	5.68780266889514	7.31997298377104	7.01116490137623	3.86191612164033	7.23532824194042
MTB000070	60	9	5	6	8	0	7	8	12	23	14	17	10	12	10	20	4	14.6360311828347	7.26247080169038	12.0752059217574	9.1478039907184	NA	5.84734061936721	11.9730047827077	13.5895836678816	17.9343038072759	16.8663410367806	16.1777758614566	12.4589963223417	14.9652781001541	15.357789783967	14.8040117996212	6.33952569770018
MTB000071	55	4	14	6	9	0	19	7	20	12	10	12	7	7	11	20	6	7.09625754319259	22.1835471760724	13.1729519146444	11.2268503522453	NA	17.314203392412	11.4287772925846	24.7083339416029	10.2076669891214	13.1426034052836	12.4577525350254	9.51414264615187	9.52335879100717	18.4293477407604	16.1498310541323	10.3737693235094
MTB000072	123	46	66	49	86	0	113	45	37	77	47	65	62	67	44	97	40	36.4909178542221	46.7632266255185	48.1044788752936	47.9701916586453	NA	46.0452606263759	32.8527570257224	20.4396177118545	29.2882586036106	27.6208372379333	30.1737569869348	37.6808669261067	40.7590907605824	32.963060999734	35.0241254771527	30.9245155985375
MTB000073	103	2	6	2	7	0	6	6	10	11	7	14	11	10	4	7	2	1.89463186832812	5.07667861865735	2.34470017898201	4.66271562633705	NA	2.91961528844965	5.23092441962958	6.59688527567069	4.99647130130944	4.91252651556716	7.76089761486209	7.98343453664616	7.26469810687094	3.57851412441949	3.01829366788394	1.84646379544665
MTB000074	100	50	64	64	82	0	96	56	61	133	93	125	99	96	86	171	60	48.7867706094491	55.7757757569821	77.2813178992472	56.2589945429182	NA	48.1152599536502	50.2866200873724	41.4482301870389	62.2242366878528	67.2244164180254	71.3725405652496	74.0064381547099	71.8333348807398	79.2461952852696	75.944580532057	57.0557312793016
MTB000075	48	615	719	705	1056	0	1020	386	563	451	312	390	541	1407	1439	2458	1273	1250.16099686713	1305.42912660385	1773.54586975811	1509.38765846854	NA	1065.05132709903	722.121850957059	796.972458855974	439.58538136312	469.848071738887	463.921513674122	842.53962629836	2193.34857155384	2762.48243739106	2274.26631271681	2521.94256661635
MTB000076	140	625	796	707	827	0	1348	904	1198	1910	1323	1355	1139	1103	1053	1394	860	435.596166155795	495.508007841046	609.797899048747	405.280387517363	NA	482.584601320837	579.835517333988	581.440044075792	638.282986432862	683.086811989613	552.627385519504	608.177006192025	589.5250623025	693.075113250738	442.216981042972	584.142010716659
MTB000077	117	299	394	257	342	0	456	378	431	785	721	841	596	433	397	676	304	249.354605337184	293.478307268309	265.241702725782	200.548010565749	NA	195.339730581058	290.115115888687	250.303870122093	313.900300751651	445.444391484205	410.422609335897	380.79804144183	276.921599032767	312.668848422302	256.602871193435	247.07895026934
MTB000078	300	197141	231801	200010	221022	0	331650	282198	301477	542597	455757	471605	407563	322894	299800	488892	273894	64119.1516314493	67337.9197721052	80505.3978803564	50546.648340914	NA	55407.7290403753	84468.9500917638	68282.4485906991	84618.2560253606	109813.61417	89759.0586487321	101556.518362451	80536.6417811861	92085.3075446659	72375.6293674043	86817.9025722946
MTB000079	94	578	865	644	639	0	1244	1549	894	1793	1107	2630	1362	549	708	1896	521	599.973476856629	801.962201293044	827.280065277846	466.392027931042	NA	663.291039254663	1479.7487559905	646.228074419477	892.401666783875	851.263200351798	1597.53005690729	1083.13742495933	437.017961541735	694.041393641401	895.800203364316	527.057375824754
MTB000080	93	352	373	426	509	0	619	641	678	1161	745	876	762	775	571	1194	361	369.310607624217	349.535691487808	553.122335770822	375.502599296425	NA	333.59482427542	618.927102073842	495.36224337762	584.059655546908	579.051800571499	537.826628259429	612.500335330607	623.553254173089	565.761159138396	570.193228669283	369.123996269317
Rv0001	1524	17194	15155	12495	16033	0	21488	17567	24069	32458	22878	24966	17364	20641	15409	31043	16503	1100.83954574654	866.635787398565	990.024265041722	721.785144602304	NA	706.679725697202	1035.08747548143	1073.12234023045	996.425253297775	1085.11853273191	935.373673360641	851.72445724859	1013.44588341628	931.685758980894	904.647516330005	1029.73614753097
Rv0002	1209	1155	1437	1128	1425	0	2130	1561	1768	2766	1734	2514	1704	1769	1529	3065	1132	93.2154177897662	103.584819275723	112.661970882898	80.8661332926409	NA	88.300854443475	115.94206244297	99.3646977866613	107.036971261032	103.673290881877	118.729903709537	105.360445326404	109.485429938679	116.536280792484	112.59130562243	89.0365147617444
Rv0003	1158	965	1096	910	1215	0	1828	1355	1346	2363	1381	2019	1513	1515	1264	2697	997	81.3112843490818	82.4836062036545	94.8915145837583	71.9856337352517	NA	79.1187168926962	105.073973319747	78.9791866017645	95.4691594877064	86.204355928179	99.5517508816849	97.6707846409484	97.8946300592984	100.581586978934	103.436320786473	81.8718538938741
Rv0004	564	1344	1576	1119	1490	0	1949	1642	2194	3036	1715	2486	1703	1678	1506	2996	1309	232.515672691842	243.52455283966	239.577223873165	181.253031199075	NA	173.198584607093	261.431833154336	264.322221341598	251.843415166002	219.800720958045	251.676788432923	225.719901456893	222.621778830307	246.051398028237	235.91925187056	220.70316857153
Rv0005	2028	23505	27122	17329	25124	0	33136	24528	29593	49345	31830	41704	30935	30997	23397	50618	24049	1130.90043705631	1165.51913067128	1031.81086498093	849.960900380211	NA	818.924255128283	1086.07197230124	991.510230482299	1138.36920680477	1134.52162975639	1174.16979555549	1140.29305098119	1143.68522009487	1063.09528868484	1108.50513206099	1127.65720047331
